,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HomeElo,AwayElo,HomeAttack,HomeDefend,AwayAttack,AwayDefend
191,17.02.2007,Dortmund,M'gladbach,1,0,H,1,0,H,22,13,13,8,27,14,5,2,4,1,0,0,9,-10,1,0,0,0
192,17.02.2007,Hertha,Mainz,1,2,A,1,0,H,15,19,8,12,20,12,5,3,3,1,0,0,94,114,0,-2,1,-1
193,17.02.2007,Leverkusen,Hannover,0,1,A,0,1,A,12,14,6,5,20,15,5,5,2,1,0,0,28,48,0,-1,0,0
194,17.02.2007,Werder Bremen,Hamburg,0,2,A,0,1,A,11,7,4,5,22,31,3,3,3,3,0,0,85,105,0,-2,1,0
195,17.02.2007,Wolfsburg,Schalke 04,2,2,D,0,2,A,7,8,5,4,19,23,5,6,3,2,0,0,9,9,1,-2,1,-2
196,18.02.2007,Bielefeld,Bochum,1,3,A,1,2,A,12,9,9,5,11,22,10,5,1,4,0,0,24,44,1,-2,2,-1
197,18.02.2007,Nurnberg,Cottbus,1,0,H,0,0,D,27,7,12,5,13,22,1,4,1,4,0,1,84,64,0,0,0,-1
198,23.02.2007,Stuttgart,Hertha,0,0,D,0,0,D,30,5,14,1,22,19,6,0,2,3,0,1,97,97,0,-1,0,0
199,24.02.2007,Bayern Munich,Wolfsburg,2,1,H,1,0,H,19,10,9,7,17,23,3,2,2,4,0,0,92,72,1,0,1,-1
200,24.02.2007,Bochum,Aachen,2,2,D,1,1,D,11,13,7,9,16,10,5,1,1,0,0,0,-22,-22,2,-1,2,-1
201,24.02.2007,Cottbus,Bielefeld,2,1,H,0,1,A,15,13,12,4,13,16,6,5,3,2,0,0,22,2,1,0,1,-1
202,24.02.2007,Hamburg,Ein Frankfurt,3,1,H,1,0,H,10,12,6,7,24,17,5,6,0,3,0,0,20,-14,2,-1,1,-2
203,24.02.2007,Hannover,Dortmund,4,2,H,0,0,D,14,6,7,5,18,16,3,0,2,2,0,1,18,-17,3,-1,2,-3
204,24.02.2007,Mainz,Nurnberg,2,1,H,2,0,H,11,16,7,9,25,16,2,6,1,3,1,0,13,-6,1,-1,1,-2
205,25.02.2007,M'gladbach,Werder Bremen,2,2,D,1,1,D,13,13,8,10,27,23,4,8,3,1,0,0,24,24,1,-1,2,-1
206,25.02.2007,Schalke 04,Leverkusen,0,1,A,0,0,D,21,7,9,2,20,19,9,4,2,4,1,0,117,137,0,-1,0,0
207,02.03.2007,Schalke 04,Hamburg,0,2,A,0,0,D,22,8,11,3,22,26,9,1,3,3,0,0,107,127,0,-2,1,0
208,03.03.2007,Bielefeld,Nurnberg,3,2,H,1,1,D,11,12,7,8,12,20,2,4,1,3,0,0,34,14,3,-1,2,-2
209,03.03.2007,Ein Frankfurt,Hannover,2,0,H,0,0,D,15,13,4,4,11,16,7,5,0,1,0,0,4,-30,2,0,0,-1
210,03.03.2007,Hertha,Bayern Munich,2,3,A,0,2,A,13,13,8,9,16,14,6,5,2,1,1,0,84,104,2,-2,2,-1
211,03.03.2007,Leverkusen,Stuttgart,3,1,H,2,0,H,13,24,10,14,19,16,7,13,2,1,0,0,45,10,3,0,1,-2
212,03.03.2007,Werder Bremen,Bochum,3,0,H,1,0,H,21,5,15,2,15,27,7,2,0,1,0,0,108,61,3,0,1,-2
213,03.03.2007,Wolfsburg,M'gladbach,1,0,H,0,0,D,15,19,7,10,14,18,2,6,0,1,0,0,19,0,0,0,0,-1
214,04.03.2007,Aachen,Mainz,2,1,H,0,1,A,12,18,7,6,24,28,4,5,4,2,0,0,-12,-32,1,0,1,-1
215,04.03.2007,Dortmund,Cottbus,2,3,A,1,1,D,16,9,9,4,17,22,14,0,2,4,0,0,0,19,1,-2,2,-1
216,09.03.2007,Nurnberg,Ein Frankfurt,2,2,D,0,1,A,20,4,10,3,12,20,6,3,1,3,0,0,84,84,1,-1,1,-1
217,10.03.2007,Bochum,Dortmund,2,0,H,0,0,D,16,16,9,6,16,16,4,1,3,3,0,0,-5,-40,2,0,0,-1
218,10.03.2007,Cottbus,Aachen,0,2,A,0,1,A,19,11,7,7,19,15,4,4,2,3,0,1,12,32,0,-2,1,0
219,10.03.2007,Hannover,Schalke 04,1,1,D,1,1,D,15,12,11,9,22,15,6,6,1,2,0,0,18,18,0,-1,0,-1
220,10.03.2007,Mainz,Bielefeld,1,0,H,0,0,D,13,9,6,8,23,16,2,2,2,0,0,0,23,3,0,0,0,-1
221,10.03.2007,M'gladbach,Hertha,3,1,H,1,0,H,18,19,9,12,22,13,4,4,2,1,0,0,42,7,3,0,1,-2
222,10.03.2007,Stuttgart,Wolfsburg,0,0,D,0,0,D,16,8,5,6,16,18,7,1,2,1,0,0,97,97,0,0,0,0
223,11.03.2007,Bayern Munich,Werder Bremen,1,1,D,1,0,H,19,11,12,5,17,26,8,2,1,2,0,0,92,92,0,-1,0,-1
224,11.03.2007,Hamburg,Leverkusen,0,0,D,0,0,D,10,15,7,9,10,18,12,10,0,2,0,0,20,20,0,0,0,0
225,16.03.2007,Hertha,Cottbus,0,1,A,0,0,D,20,10,15,3,14,18,7,4,2,4,0,0,74,94,0,-1,0,0
226,17.03.2007,Aachen,Bielefeld,2,0,H,0,0,D,16,14,9,8,17,26,6,3,1,4,0,0,4,-30,1,0,0,-1
227,17.03.2007,Dortmund,Nurnberg,0,0,D,0,0,D,7,8,3,3,19,27,3,2,2,3,0,0,0,0,0,0,0,0
228,17.03.2007,Ein Frankfurt,Bayern Munich,1,0,H,0,0,D,7,21,2,12,22,17,3,3,1,3,0,0,14,-5,0,0,0,-1
229,17.03.2007,Hannover,Hamburg,0,0,D,0,0,D,10,10,7,5,26,19,5,2,1,5,0,0,18,18,0,0,0,0
230,17.03.2007,Schalke 04,Stuttgart,1,0,H,0,0,D,18,13,10,7,16,26,5,9,1,2,0,0,117,97,1,0,0,0
231,17.03.2007,Wolfsburg,Bochum,3,1,H,2,0,H,12,19,8,11,22,15,4,9,2,2,0,0,37,2,2,0,1,-2
232,18.03.2007,Leverkusen,M'gladbach,1,0,H,0,0,D,15,9,8,5,15,18,3,10,5,1,0,0,55,36,0,0,0,-1
233,18.03.2007,Werder Bremen,Mainz,2,0,H,0,0,D,21,18,9,11,18,27,2,9,2,4,0,0,126,91,1,0,0,-1
234,30.03.2007,Bielefeld,Dortmund,1,0,H,0,0,D,17,7,8,4,19,25,2,2,0,0,0,0,44,24,0,0,0,-1
235,31.03.2007,Bayern Munich,Schalke 04,2,0,H,1,0,H,12,9,11,4,26,26,7,7,2,3,0,0,110,74,1,0,0,-1
236,31.03.2007,Cottbus,Werder Bremen,0,0,D,0,0,D,8,22,2,15,23,23,0,4,4,1,0,0,12,12,0,0,0,0
237,31.03.2007,Mainz,Leverkusen,1,3,A,0,2,A,14,11,8,8,12,16,6,1,2,2,0,0,13,33,0,-3,2,-1
238,31.03.2007,M'gladbach,Ein Frankfurt,1,1,D,0,1,A,18,11,9,6,21,20,10,6,5,3,0,1,42,42,0,-1,0,-1
239,31.03.2007,Nurnberg,Hertha,2,1,H,1,0,H,16,14,11,9,20,21,4,8,4,1,0,0,94,74,1,0,1,-1
240,31.03.2007,Stuttgart,Aachen,3,1,H,1,0,H,29,12,14,7,15,10,8,2,1,1,0,0,115,80,2,0,1,-2
241,01.04.2007,Bochum,Hannover,2,0,H,2,0,H,7,15,5,7,23,16,2,6,4,1,0,0,12,-22,1,0,0,-1
242,01.04.2007,Hamburg,Wolfsburg,1,0,H,0,0,D,14,13,9,8,18,23,6,6,2,3,0,0,30,10,0,0,0,0
243,07.04.2007,Aachen,Dortmund,1,4,A,0,1,A,18,21,9,13,15,24,1,7,1,1,0,0,-5,14,0,-4,3,-1
244,07.04.2007,Ein Frankfurt,Cottbus,1,3,A,0,0,D,19,14,9,9,13,19,13,3,3,1,0,0,4,24,0,-3,2,-1
245,07.04.2007,Hamburg,Stuttgart,2,4,A,0,3,A,19,14,11,11,21,14,10,4,1,1,1,1,20,40,1,-3,3,-2
246,07.04.2007,Hannover,Bayern Munich,1,2,A,1,0,H,19,9,10,8,14,15,7,3,2,2,1,0,8,28,0,-1,1,-1
247,07.04.2007,Hertha,Bielefeld,1,1,D,0,1,A,7,16,5,8,20,9,10,7,2,0,1,0,74,74,1,0,1,0
248,07.04.2007,Schalke 04,M'gladbach,2,0,H,0,0,D,26,9,11,5,19,16,6,6,0,2,0,0,135,100,1,0,0,-1
249,07.04.2007,Wolfsburg,Mainz,3,2,H,1,1,D,20,9,13,9,18,31,5,3,1,2,0,0,47,27,2,-2,2,-2
250,08.04.2007,Leverkusen,Bochum,1,4,A,0,3,A,18,12,8,7,16,21,5,5,1,2,1,0,45,65,0,-4,3,-1
251,08.04.2007,Werder Bremen,Nurnberg,1,0,H,0,0,D,14,12,8,6,21,23,10,5,2,3,0,0,136,116,0,0,0,-1
252,13.04.2007,M'gladbach,Hamburg,0,1,A,0,0,D,19,14,10,8,14,18,8,5,1,0,0,0,32,52,0,-1,0,0
253,14.04.2007,Bielefeld,Ein Frankfurt,2,4,A,1,2,A,14,9,9,6,12,17,10,5,3,0,0,0,34,54,1,-3,3,-2
254,14.04.2007,Bochum,Hertha,1,3,A,1,0,H,16,23,8,16,20,13,3,7,1,1,0,0,2,22,0,-3,2,-1
255,14.04.2007,Cottbus,Wolfsburg,3,2,H,1,0,H,10,15,5,9,17,20,3,3,1,2,0,0,22,2,3,-1,2,-2
256,14.04.2007,Mainz,Schalke 04,0,3,A,0,2,A,12,9,7,7,24,19,5,0,1,1,0,0,3,23,0,-3,2,0
257,14.04.2007,Nurnberg,Aachen,1,0,H,1,0,H,16,9,9,5,21,20,5,2,4,5,0,1,104,84,0,0,0,-1
258,14.04.2007,Stuttgart,Hannover,2,1,H,1,0,H,13,18,8,10,20,20,3,10,0,2,1,0,125,105,1,-1,1,-2
259,15.04.2007,Bayern Munich,Leverkusen,2,1,H,1,0,H,17,9,10,4,10,14,9,7,1,3,0,0,120,100,1,-1,1,-1
260,15.04.2007,Dortmund,Werder Bremen,0,2,A,0,2,A,12,10,7,6,23,21,7,3,3,0,0,0,-10,9,0,-2,1,0
261,20.04.2007,Werder Bremen,Aachen,3,1,H,0,1,A,27,8,13,6,20,22,11,4,2,2,0,0,153,118,2,0,1,-2
262,21.04.2007,Ein Frankfurt,Bochum,0,3,A,0,1,A,16,18,9,13,13,15,7,4,1,1,0,0,-5,14,0,-3,2,0
263,21.04.2007,Hertha,Dortmund,0,1,A,0,0,D,10,14,4,9,12,23,4,9,1,1,0,0,64,84,0,-1,0,0
264,21.04.2007,Leverkusen,Nurnberg,2,0,H,1,0,H,9,10,5,2,27,21,3,2,2,2,0,0,63,28,2,0,0,-1
265,21.04.2007,Schalke 04,Cottbus,2,0,H,0,0,D,22,3,10,3,7,21,5,7,2,4,0,0,152,117,1,0,0,-1
266,21.04.2007,Stuttgart,Bayern Munich,2,0,H,2,0,H,19,9,12,6,21,21,5,4,0,3,0,0,142,107,1,0,0,-1
267,21.04.2007,Wolfsburg,Bielefeld,2,3,A,1,1,D,7,16,5,11,19,16,6,6,3,1,0,0,37,57,1,-3,2,-2
268,22.04.2007,Hamburg,Mainz,2,2,D,1,1,D,12,6,8,6,21,19,9,1,2,2,0,0,20,20,2,-1,2,-1
269,22.04.2007,Hannover,M'gladbach,1,0,H,1,0,H,15,9,6,5,16,16,1,3,2,4,0,0,17,-1,1,0,0,0
270,27.04.2007,Bochum,Schalke 04,2,1,H,2,1,H,10,15,8,8,20,16,3,4,4,4,0,0,12,-7,2,0,1,-1
271,28.04.2007,Aachen,Hertha,0,4,A,0,1,A,16,13,8,7,14,13,6,8,1,2,0,0,-15,4,0,-4,3,0
272,28.04.2007,Bayern Munich,Hamburg,1,2,A,1,0,H,16,16,10,8,14,23,3,8,2,0,0,1,110,130,0,-2,1,-1
273,28.04.2007,Dortmund,Ein Frankfurt,2,0,H,1,0,H,15,12,12,7,16,18,6,3,2,2,0,0,7,-28,2,0,0,-1
274,28.04.2007,Mainz,Hannover,1,2,A,0,1,A,16,9,7,5,13,25,5,1,0,1,0,0,-7,13,1,-1,1,0
275,28.04.2007,M'gladbach,Stuttgart,0,1,A,0,0,D,18,15,8,8,17,7,7,5,2,1,1,0,22,42,0,-1,0,0
276,28.04.2007,Nurnberg,Wolfsburg,1,1,D,1,1,D,13,13,4,6,21,26,3,4,1,0,0,0,104,104,0,-1,0,-1
277,29.04.2007,Bielefeld,Werder Bremen,3,2,H,1,0,H,12,13,8,8,17,28,3,4,1,5,0,0,44,24,3,-1,2,-2
278,29.04.2007,Cottbus,Leverkusen,2,1,H,1,1,D,9,12,6,6,19,23,4,2,3,4,0,0,32,12,1,-1,1,-2
279,04.05.2007,Hannover,Cottbus,2,0,H,1,0,H,24,6,13,3,19,11,8,3,0,0,0,0,35,0,1,0,0,-1
280,05.05.2007,Ein Frankfurt,Aachen,4,0,H,2,0,H,32,12,20,8,13,22,7,3,0,2,0,1,22,-32,4,1,1,-3
281,05.05.2007,Hamburg,Bochum,0,3,A,0,0,D,23,11,7,7,16,15,3,1,2,1,0,0,10,30,0,-3,2,0
282,05.05.2007,M'gladbach,Bayern Munich,1,1,D,0,1,A,17,17,8,10,15,9,10,8,1,2,0,0,22,22,1,0,1,0
283,05.05.2007,Schalke 04,Nurnberg,1,0,H,0,0,D,22,6,9,3,15,27,7,1,1,2,0,1,162,142,0,0,0,-1
284,05.05.2007,Stuttgart,Mainz,2,0,H,1,0,H,17,11,8,6,5,19,3,6,2,3,0,0,160,125,1,0,0,-1
285,05.05.2007,Wolfsburg,Dortmund,0,2,A,0,1,A,16,9,10,6,19,13,7,1,0,0,0,0,27,47,0,-2,1,0
286,06.05.2007,Hertha,Werder Bremen,1,4,A,0,1,A,8,21,1,16,15,16,4,5,1,2,1,0,54,74,1,-3,3,-1
287,06.05.2007,Leverkusen,Bielefeld,1,2,A,1,1,D,16,8,6,5,23,12,8,5,3,1,0,0,53,73,0,-2,1,-1
288,12.05.2007,Aachen,Wolfsburg,2,2,D,0,0,D,15,19,10,12,21,24,2,7,4,4,0,0,-15,-15,2,-1,2,-1
289,12.05.2007,Bielefeld,Hannover,3,1,H,2,1,H,10,19,5,9,12,21,1,10,1,2,0,0,62,27,2,0,1,-2
290,12.05.2007,Bochum,Stuttgart,2,3,A,2,1,H,13,24,8,15,12,12,4,9,0,0,0,0,2,22,1,-2,2,-2
291,12.05.2007,Cottbus,Bayern Munich,0,3,A,0,2,A,5,24,2,14,17,14,2,10,4,0,0,0,22,42,0,-3,2,0
292,12.05.2007,Dortmund,Schalke 04,2,0,H,1,0,H,17,19,14,7,28,20,4,5,4,4,0,0,24,-10,1,0,0,-1
293,12.05.2007,Hertha,Leverkusen,2,3,A,1,2,A,13,16,6,11,20,21,5,7,4,2,0,0,44,64,2,-2,2,-1
294,12.05.2007,Mainz,M'gladbach,3,0,H,2,0,H,20,10,9,9,17,22,2,6,2,3,0,1,16,-30,3,0,0,-2
295,12.05.2007,Nurnberg,Hamburg,0,2,A,0,2,A,20,11,11,2,17,14,4,2,0,3,0,0,94,114,0,-2,1,0
296,12.05.2007,Werder Bremen,Ein Frankfurt,1,2,A,1,1,D,23,6,13,3,9,16,10,6,2,1,0,0,143,163,0,-2,1,-1
297,19.05.2007,Bayern Munich,Mainz,5,2,H,3,0,H,18,7,11,4,10,11,3,1,1,1,0,0,133,86,5,-1,3,-4
298,19.05.2007,Ein Frankfurt,Hertha,1,2,A,0,0,D,20,18,11,11,7,17,8,4,0,1,0,0,12,32,0,-2,1,-1
299,19.05.2007,Hamburg,Aachen,4,0,H,2,0,H,18,14,13,5,18,21,7,2,1,3,0,0,38,-16,4,1,1,-3
300,19.05.2007,Hannover,Nurnberg,0,3,A,0,0,D,26,15,12,8,14,5,11,6,3,1,0,0,25,45,0,-3,2,0
301,19.05.2007,Leverkusen,Dortmund,2,1,H,1,0,H,13,12,9,9,20,21,8,6,1,1,0,0,63,43,2,0,1,-1
302,19.05.2007,M'gladbach,Bochum,0,2,A,0,1,A,16,24,7,14,10,15,8,5,3,2,0,0,12,32,0,-2,1,0
303,19.05.2007,Schalke 04,Bielefeld,2,1,H,2,0,H,22,10,9,5,13,11,11,5,0,0,0,0,172,152,1,0,1,-1
304,19.05.2007,Stuttgart,Cottbus,2,1,H,1,1,D,22,9,15,6,16,13,10,5,0,0,0,0,170,150,1,-1,1,-1
305,19.05.2007,Wolfsburg,Werder Bremen,0,2,A,0,0,D,9,23,3,13,14,10,7,7,0,0,0,0,17,37,0,-1,1,0
306,10.08.2007,Stuttgart,Schalke 04,2,2,D,0,1,A,16,10,7,4,19,23,9,0,4,3,0,0,170,170,1,-2,1,-2
307,11.08.2007,Bayern Munich,Hansa Rostock,3,0,H,1,0,H,27,6,13,0,14,13,4,1,0,3,0,0,156,110,2,0,0,-2
308,11.08.2007,Bochum,Werder Bremen,2,2,D,0,2,A,17,20,4,9,15,17,7,6,1,2,0,0,2,2,2,-1,2,-1
309,11.08.2007,Ein Frankfurt,Hertha,1,0,H,1,0,H,19,10,5,3,13,13,6,5,2,1,0,0,22,2,1,0,0,0
310,11.08.2007,Hannover,Hamburg,0,1,A,0,1,A,10,14,2,8,20,18,6,4,3,1,0,0,15,35,0,0,0,0
311,11.08.2007,Leverkusen,Cottbus,0,0,D,0,0,D,21,10,7,5,21,16,7,2,3,3,0,0,63,63,0,0,0,0
312,11.08.2007,Wolfsburg,Bielefeld,1,3,A,0,1,A,13,13,4,8,14,3,7,7,1,0,0,0,7,27,1,-2,2,-1
313,12.08.2007,Dortmund,Duisburg,1,3,A,0,1,A,12,7,4,4,19,34,6,2,3,4,0,0,14,34,0,-3,2,-1
314,12.08.2007,Nurnberg,Karlsruhe,0,2,A,0,1,A,19,11,7,7,17,22,2,4,1,2,0,0,84,104,0,-1,1,0
315,17.08.2007,Karlsruhe,Hannover,1,2,A,1,0,H,6,10,1,3,25,17,4,3,3,5,0,0,-10,10,1,-1,1,0
316,18.08.2007,Bielefeld,Ein Frankfurt,2,2,D,0,0,D,10,22,3,7,16,14,3,8,0,1,0,0,62,62,1,-2,1,-2
317,18.08.2007,Duisburg,Wolfsburg,1,3,A,0,1,A,16,12,3,6,17,26,5,3,2,2,0,0,-10,10,1,-2,2,-1
318,18.08.2007,Hansa Rostock,Nurnberg,1,2,A,0,2,A,11,8,1,4,10,23,5,5,2,2,0,0,-10,10,1,-1,1,0
319,18.08.2007,Hertha,Stuttgart,3,1,H,0,1,A,12,20,6,2,16,19,7,5,1,2,0,0,62,27,3,0,1,-2
320,18.08.2007,Schalke 04,Dortmund,4,1,H,2,0,H,20,9,11,4,13,22,8,0,2,3,0,1,196,149,3,0,1,-3
321,18.08.2007,Werder Bremen,Bayern Munich,0,4,A,0,1,A,17,14,1,6,26,22,5,6,1,1,0,0,133,153,0,-4,2,0
322,19.08.2007,Cottbus,Bochum,1,2,A,0,2,A,26,10,9,3,17,28,6,3,2,2,0,0,12,32,1,-1,1,0
323,19.08.2007,Hamburg,Leverkusen,1,0,H,0,0,D,18,12,7,2,12,21,6,4,1,1,0,0,48,28,0,0,0,-1
324,24.08.2007,Bochum,Hamburg,2,1,H,1,0,H,11,13,5,4,27,20,4,6,5,3,0,1,12,-7,2,0,1,-1
325,25.08.2007,Bayern Munich,Hannover,3,0,H,1,0,H,22,5,9,0,13,24,7,3,2,5,0,1,180,133,2,0,0,-2
326,25.08.2007,Bielefeld,Hertha,2,0,H,0,0,D,16,18,3,7,11,18,4,6,1,2,0,0,79,44,1,0,0,-1
327,25.08.2007,Dortmund,Cottbus,3,0,H,1,0,H,24,10,7,1,13,20,7,11,0,3,0,0,38,-8,3,0,0,-2
328,25.08.2007,Leverkusen,Karlsruhe,3,0,H,3,0,H,30,5,15,2,9,20,9,6,1,2,0,0,86,40,2,0,0,-2
329,25.08.2007,Nurnberg,Werder Bremen,0,1,A,0,0,D,12,11,1,6,20,21,5,3,2,4,0,0,73,94,0,0,0,0
330,25.08.2007,Stuttgart,Duisburg,1,0,H,1,0,H,13,17,8,5,18,23,8,7,4,4,0,1,180,160,0,0,0,-1
331,26.08.2007,Ein Frankfurt,Hansa Rostock,1,0,H,1,0,H,12,7,6,1,13,23,9,4,0,2,0,0,32,12,0,0,0,0
332,26.08.2007,Wolfsburg,Schalke 04,1,1,D,1,0,H,10,33,2,11,13,13,3,8,0,1,1,0,7,7,1,0,1,0
333,31.08.2007,Schalke 04,Leverkusen,1,1,D,1,0,H,21,7,10,4,14,17,6,4,0,3,0,0,196,196,0,-1,0,-1
334,01.09.2007,Cottbus,Nurnberg,1,1,D,1,0,H,18,14,9,5,23,14,4,8,3,1,0,1,12,12,1,0,1,0
335,01.09.2007,Duisburg,Bielefeld,3,0,H,0,0,D,18,7,8,2,23,20,4,5,1,2,0,0,13,-33,3,0,0,-2
336,01.09.2007,Hannover,Bochum,3,2,H,2,1,H,12,10,4,3,22,22,2,4,3,1,0,0,25,5,3,-1,2,-2
337,01.09.2007,Hansa Rostock,Dortmund,0,1,A,0,0,D,25,16,2,4,12,21,5,6,1,1,0,0,-20,0,0,-1,0,0
338,01.09.2007,Hertha,Wolfsburg,2,1,H,1,0,H,17,6,6,3,10,20,10,3,0,2,0,0,72,52,1,-1,1,-2
339,01.09.2007,Werder Bremen,Ein Frankfurt,2,1,H,1,0,H,17,11,7,3,18,23,6,1,1,1,0,0,143,123,2,0,1,-1
340,02.09.2007,Hamburg,Bayern Munich,1,1,D,0,0,D,15,7,2,5,25,17,5,6,4,3,0,0,48,48,0,-1,0,-1
341,02.09.2007,Karlsruhe,Stuttgart,1,0,H,0,0,D,11,17,5,5,25,20,4,7,2,2,0,0,0,-20,1,0,0,0
342,14.09.2007,Dortmund,Werder Bremen,3,0,H,3,0,H,6,13,5,4,28,17,6,3,2,4,0,1,61,14,2,0,0,-2
343,15.09.2007,Bayern Munich,Schalke 04,1,1,D,0,1,A,14,12,6,5,21,17,6,7,1,1,0,0,180,180,0,-1,0,-1
344,15.09.2007,Bielefeld,Hansa Rostock,4,2,H,1,0,H,14,9,7,5,18,22,4,1,0,1,0,0,97,62,3,-1,2,-3
345,15.09.2007,Ein Frankfurt,Hamburg,2,1,H,1,0,H,16,17,4,7,21,18,3,10,1,4,0,0,42,22,1,0,1,-1
346,15.09.2007,Leverkusen,Bochum,2,0,H,0,0,D,21,11,4,4,18,21,8,9,2,1,0,1,104,69,1,0,0,-1
347,15.09.2007,Nurnberg,Hannover,2,2,D,0,2,A,21,14,11,4,14,17,6,6,1,0,0,1,73,74,2,-1,2,-1
348,15.09.2007,Stuttgart,Cottbus,3,0,H,0,0,D,24,7,8,4,16,17,6,3,1,2,0,0,203,156,2,0,0,-2
349,16.09.2007,Duisburg,Hertha,1,2,A,0,0,D,16,15,5,6,19,18,5,4,2,2,0,0,3,23,0,-2,1,-1
350,16.09.2007,Wolfsburg,Karlsruhe,1,2,A,1,0,H,9,19,3,6,16,14,8,6,1,2,0,0,-2,17,1,-1,1,-1
351,21.09.2007,Bochum,Ein Frankfurt,0,0,D,0,0,D,20,8,1,4,20,15,9,2,1,2,0,0,12,12,0,0,0,0
352,22.09.2007,Cottbus,Wolfsburg,1,2,A,1,1,D,15,8,6,3,11,16,9,5,2,0,0,0,2,22,1,-1,1,-1
353,22.09.2007,Hamburg,Nurnberg,1,0,H,0,0,D,19,14,5,3,19,15,10,2,1,1,0,0,58,38,0,0,0,0
354,22.09.2007,Hansa Rostock,Duisburg,2,0,H,1,0,H,17,9,6,2,28,24,1,4,1,5,0,0,-2,-37,2,0,0,-1
355,22.09.2007,Hertha,Dortmund,3,2,H,1,1,D,21,23,9,8,15,19,7,4,3,1,0,0,82,62,2,-1,2,-2
356,22.09.2007,Schalke 04,Bielefeld,3,0,H,1,0,H,32,2,12,0,14,13,13,1,0,2,0,0,219,172,2,0,0,-2
357,22.09.2007,Werder Bremen,Stuttgart,4,1,H,3,1,H,21,12,10,3,8,22,2,3,1,5,0,0,167,120,3,0,1,-3
358,23.09.2007,Hannover,Leverkusen,0,3,A,0,0,D,10,15,3,5,15,20,3,5,1,0,0,0,15,35,0,-3,2,0
359,23.09.2007,Karlsruhe,Bayern Munich,1,4,A,0,2,A,15,14,6,7,17,15,7,3,2,0,0,0,-10,9,0,-4,3,-1
360,25.09.2007,Dortmund,Hamburg,0,3,A,0,2,A,7,22,2,9,14,18,4,2,1,1,1,0,51,71,0,-3,1,0
361,25.09.2007,Duisburg,Schalke 04,0,2,A,0,1,A,11,19,4,8,19,18,4,7,1,2,0,0,-6,13,0,-2,1,0
362,25.09.2007,Hertha,Hansa Rostock,1,3,A,1,1,D,14,13,2,4,19,26,6,6,3,0,0,0,72,92,0,-3,2,-1
363,25.09.2007,Wolfsburg,Werder Bremen,1,1,D,0,0,D,13,16,5,4,26,14,3,3,2,0,0,0,-2,-2,1,0,1,0
364,26.09.2007,Bayern Munich,Cottbus,5,0,H,0,0,D,32,10,12,2,19,20,9,0,1,1,0,0,211,149,4,0,1,-4
365,26.09.2007,Bielefeld,Hannover,0,2,A,0,0,D,12,11,3,3,10,15,9,6,4,1,0,0,87,107,0,-3,1,0
366,26.09.2007,Ein Frankfurt,Karlsruhe,0,1,A,0,0,D,17,14,6,3,16,14,4,4,1,1,0,1,32,52,0,-1,0,0
367,26.09.2007,Nurnberg,Leverkusen,1,2,A,0,1,A,16,13,5,5,12,21,6,8,1,3,0,0,63,83,1,-2,1,-1
368,26.09.2007,Stuttgart,Bochum,1,0,H,0,0,D,17,10,2,2,16,19,4,3,1,3,0,0,213,193,0,0,0,-1
369,28.09.2007,Schalke 04,Hertha,1,0,H,1,0,H,16,8,5,2,16,20,5,4,1,2,0,0,229,209,0,0,0,-1
370,29.09.2007,Bochum,Nurnberg,3,3,D,1,1,D,18,17,6,9,13,18,9,6,2,5,0,0,12,12,2,-2,3,-2
371,29.09.2007,Hamburg,Wolfsburg,2,2,D,1,0,H,20,12,6,2,17,21,5,5,0,3,0,0,58,58,1,-1,2,-1
372,29.09.2007,Hansa Rostock,Stuttgart,2,1,H,2,0,H,11,24,4,8,14,25,2,13,1,2,0,0,7,-12,1,0,1,-1
373,29.09.2007,Karlsruhe,Dortmund,3,1,H,1,1,D,15,6,6,1,10,17,6,4,0,1,0,0,7,-27,3,0,1,-2
374,29.09.2007,Leverkusen,Bayern Munich,0,1,A,0,1,A,17,17,11,5,17,17,7,6,3,1,0,0,94,114,0,-1,0,0
375,29.09.2007,Werder Bremen,Bielefeld,8,1,H,4,1,H,22,6,12,2,14,16,8,1,0,2,0,0,202,131,7,0,2,-7
376,30.09.2007,Cottbus,Ein Frankfurt,2,2,D,2,0,H,16,17,7,9,27,15,4,3,1,3,0,0,2,2,2,-1,2,-1
377,30.09.2007,Hannover,Duisburg,2,1,H,1,1,D,16,8,4,2,20,17,8,6,2,4,0,0,25,5,2,0,1,-1
378,05.10.2007,Dortmund,Bochum,2,1,H,1,1,D,17,26,5,6,16,17,7,6,4,2,1,0,61,41,2,0,1,-1
379,06.10.2007,Bielefeld,Hamburg,0,1,A,0,0,D,12,13,3,3,14,15,10,6,1,2,0,0,77,97,0,-1,0,0
380,06.10.2007,Duisburg,Werder Bremen,1,3,A,1,1,D,9,19,4,5,28,16,8,2,3,2,2,0,-16,3,1,-2,2,-1
381,06.10.2007,Hertha,Cottbus,0,0,D,0,0,D,10,15,5,3,21,18,3,4,1,4,0,0,72,72,0,0,0,0
382,06.10.2007,Schalke 04,Karlsruhe,0,2,A,0,0,D,13,6,2,4,17,13,3,4,0,1,0,0,219,239,0,-2,1,0
383,06.10.2007,Stuttgart,Hannover,0,2,A,0,1,A,8,14,5,5,13,16,5,2,1,2,1,0,203,223,0,-2,1,0
