,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,PointsLast3MatchesHT,PointsLast3MatchesAT,PointsLast5MatchesHT,PointsLast5MatchesAT,PointsLast10MatchesHT,PointsLast10MatchesAT,PointsLastAllMatchesHT,PointsLastAllMatchesAT,PDiff3Matches,PQuot3Matches,PDiff5Matches,PQuot5Matches,PDiff10Matches,PQuot10Matches,PDiffAllMatches,PQuotAllMatches,MarketValueHT,MarketValueAT,MarketValueDiff,MarketValueQuot,HomeElo,AwayElo,HomeAttack,HomeDefend,AwayAttack,AwayDefend,HomeEloOld,AwayEloOld,HomeAttackOld,HomeDefendOld,AwayAttackOld,AwayDefendOld,DiffEloOld,DiffAttackOld,DiffDefendOld,DiffElo,DiffAttack,DiffDefend,QuotEloOld,QuotAttackOld,QuotDefendOld,QuotElo,QuotAttack,QuotDefend,DirectComparisonHG,DirectComparisonAG,DirectComparisonGoalDiff,DirectComparisonGoalQuot,ProbAwayWin,ProbDraw,ProbHomeWin,predictedResults
4419,14/12/2021,Stuttgart,Bayern Munich,0,5,0,0,1,A,13,25,1,12,7,7,1,3,1,1,0,0,7.0,9.0,7.0,12.0,13.0,24.0,17,37,-2.0,0.7777777777777778,-5.0,0.5833333333333334,-11.0,0.5416666666666666,-20,0.4594594594594595,169.63,852.9,-683.27,0.1988861531246336,1694.0268188251216,2082.8341823515184,0.9576552947936786,-2.913956409799879,3.708831098021728,-0.4621277002330269,1695.994153251898,2080.8668479247417,1.7184355475362014,-1.1657144634387548,2.51692103879474,-0.9309353793315788,-384.8726946728437,-0.7984854912585384,-0.234779084107176,-388.8073635263968,-2.751175803228049,-2.4518287095668523,0.8150421325340067,0.6827530625907504,1.2521969723352333,0.8133277402392957,0.2582094653230467,6.305522063123511,1.2,3.0,-1.8,0.3999999999999999,0.77551556,0.10702083,0.11746367,0
4420,14/12/2021,Bielefeld,Bochum,2,0,2,0,0,D,13,5,4,3,13,9,6,2,2,2,0,0,1.0,7.0,5.0,10.0,6.0,17.0,10,20,-6.0,0.1428571428571428,-5.0,0.5,-11.0,0.3529411764705882,-10,0.5,53.45,36.9,16.550000000000004,1.448509485094851,1278.471520119578,1230.2765182377552,1.1239287913807878,-0.6925423365577215,0.8871642191223805,-1.4854088749890004,1261.6810547122734,1247.06698364506,0.3985740578609721,-1.419661982073825,1.5579712179073533,-1.0014399582585582,14.614071067213445,-1.1593971600463813,-0.4182220238152667,48.19500188182292,0.2367645722584073,0.792866538431279,1.011718753891229,0.255828896759936,1.417620667486175,1.0391741215632218,1.2668779546729518,0.4662301055410415,0.75,1.5,-0.75,0.5,0.2082719,0.23673472,0.55499333,2
4421,14/12/2021,Mainz,Hertha,4,0,2,2,0,H,21,7,11,1,10,14,4,1,0,2,0,0,3.0,5.0,5.0,6.0,11.0,12.0,21,18,-2.0,0.6,-1.0,0.8333333333333334,-1.0,0.9166666666666666,3,1.1666666666666667,100.5,137.05,-36.55000000000001,0.7333090113097409,1745.8101712430723,1696.888054892812,2.8944016916441897,-0.5504736792974044,0.9019572652676712,-2.1943162549898423,1717.4173772020022,1725.280848933882,1.6089999758932203,-1.191403158933398,1.5532263602877547,-0.8897863463125857,-7.863471731879827,0.0557736156054657,-0.3016168126208123,48.92211635026047,1.9924444263765184,1.643842575692438,0.9954422077212884,1.0359082340034025,1.3389766699284156,1.0288304913274615,3.2090230913381763,0.2508634195484062,1.4,1.0,0.3999999999999999,1.4,0.21424489,0.2413287,0.5444264,2
4422,14/12/2021,Wolfsburg,FC Koln,2,3,0,1,1,D,19,19,5,6,18,9,9,5,3,2,0,0,0.0,4.0,4.0,6.0,7.0,11.0,20,19,-4.0,0.0,-2.0,0.6666666666666666,-4.0,0.6363636363636364,1,1.0526315789473684,287.75,76.66,211.09,3.753587268458127,1762.0896633766256,1700.034795104188,0.9093115051296649,-2.840823086212525,1.7800074033361566,-1.83065599346655,1774.5415484095386,1687.582910071275,0.1570807863219463,-2.348552230456112,1.0161764625803555,-1.510911890572413,86.95863833826365,-0.8590956762584092,-0.8376403398836987,62.05486827243772,-0.8706958982064917,-1.0101670927459754,1.051528513247738,0.1545802250950335,1.5543939028544915,1.0365021165749932,0.5108470354816498,1.5518060718950872,2.0,1.4,0.6000000000000001,1.4285714285714286,0.17124148,0.23591636,0.5928422,2
4423,15/12/2021,M'gladbach,Ein Frankfurt,2,3,0,1,1,D,19,12,8,5,8,19,7,1,2,5,0,1,0.0,6.0,4.0,12.0,14.0,17.0,18,21,-6.0,0.0,-8.0,0.3333333333333333,-3.0,0.8235294117647058,-3,0.8571428571428571,300.0,231.25,68.75,1.2972972972972974,1841.54161411809,1872.586803638461,1.372439239740053,-3.7272900762988095,3.260191665381285,-1.695837156293679,1851.2044257640352,1862.923991992516,0.8734682431876647,-4.276017058052059,3.5617646798698184,-1.3878272980178967,-11.719566228480971,-2.688296436682154,-2.888189760034162,-31.0451895203712,-1.887752425641232,-2.0314529200051306,0.9937090475624042,0.2452346860881302,3.0810872967833185,0.983421228078693,0.4209688817726439,2.1979056553077028,3.0,1.4,1.6,2.142857142857143,0.18069029,0.24768236,0.5716273,2
4424,15/12/2021,Augsburg,RB Leipzig,1,1,1,0,1,A,9,13,2,4,14,7,6,8,2,0,0,0,4.0,3.0,7.0,6.0,11.0,17.0,16,21,1.0,1.3333333333333333,1.0,1.1666666666666667,-6.0,0.6470588235294118,-5,0.7619047619047619,97.1,505.55,-408.4500000000001,0.1920680447037879,1713.5963910389848,1903.2306577201325,1.492886045320624,-0.932574595362862,1.7544510370013433,-1.3831340519066466,1708.400922892556,1908.4261258665613,1.9309360109359504,-1.1308466682355234,2.1936365782747216,-1.7115916921147596,-200.0252029740052,-0.262700567338771,0.5807450238792362,-189.6342666811477,-0.2615649916807192,0.4505594565437847,0.8951883962062301,0.8802442619983193,0.6606988532634814,0.9003619104642265,0.8509134845234675,0.6742474412204011,0.6,1.8,-1.2000000000000002,0.3333333333333333,0.7475104,0.11845948,0.13403009,0
4425,15/12/2021,Dortmund,Greuther Furth,3,0,2,1,0,H,12,7,5,1,10,10,5,8,2,2,0,0,4.0,3.0,7.0,3.0,19.0,3.0,31,4,1.0,1.3333333333333333,4.0,2.333333333333333,16.0,6.333333333333333,27,7.75,565.9,39.23,526.67,14.425184807545246,1969.9923149281944,1011.2188565430058,2.2618486147768087,-0.7784544008338318,0.677307132030396,-3.456892567155853,1969.8652262492128,1011.3459452219874,1.935637349723839,-1.493403499617211,1.2393822914154,-3.583397830404727,958.5192810272252,0.696255058308439,2.089994330787516,958.7734583851884,1.5845414827464126,2.6784381663220214,1.9477659801333689,1.5617758645827524,0.4167562660628553,1.948136451552032,3.339472608233663,0.225189063793875,1.9,1.0,0.8999999999999999,1.9,0.14071569,0.20088743,0.6583969,2
4426,15/12/2021,Leverkusen,Hoffenheim,2,2,1,1,0,H,17,14,9,6,12,4,6,3,5,3,1,0,6.0,9.0,10.0,12.0,17.0,21.0,27,26,-3.0,0.6666666666666666,-2.0,0.8333333333333334,-4.0,0.8095238095238095,1,1.0384615384615383,352.75,207.65,145.1,1.6987719720683845,1843.25573793748,1855.0353115330308,2.9329960689179138,-2.249598534869632,2.649397400988521,-1.4882464697031756,1842.8961501237245,1855.394899346786,3.3663524233303947,-2.6171487655025234,3.088955548555561,-1.3677935653086637,-12.49874922306185,0.2773968747748339,-1.2493552001938597,-11.779573595551255,0.2835986679293922,-0.7613520651664563,0.9932635638766376,1.0898028056456004,1.913409180947509,0.9936499464337332,1.107042706323928,1.5115765974693054,1.2,1.4,-0.1999999999999999,0.8571428571428572,0.16021268,0.23646358,0.6033238,2
4427,15/12/2021,Union Berlin,Freiburg,0,0,1,0,0,D,18,8,5,2,10,12,4,3,1,1,0,0,3.0,3.0,7.0,3.0,17.0,16.0,23,25,0.0,1.0,4.0,2.333333333333333,1.0,1.0625,-2,0.92,77.8,125.15,-47.35000000000001,0.6216540151817818,1660.5788539218356,1793.30283238087,0.2741944630190162,-0.4708613188288589,1.3283000441975892,-0.6816586751002806,1656.7444852791257,1797.1372010235798,0.6678096953832764,-1.1972685770225573,2.2194523344819146,-1.145492772764252,-140.3927157444541,-1.5516426390986382,-0.0517758042583051,-132.72397845903424,-1.054105581178573,0.2107973562714216,0.921879801016588,0.300889406367523,1.0451995905075526,0.9259890878090992,0.2064250951558568,0.6907581991230278,1.25,1.0,0.25,1.25,0.35307467,0.23432584,0.41259947,2
4428,17/12/2021,Bayern Munich,Wolfsburg,4,0,2,1,0,H,24,7,9,2,10,4,5,3,0,0,0,0,9.0,0.0,12.0,1.0,24.0,7.0,40,20,9.0,inf,11.0,12.0,17.0,3.4285714285714284,20,2.0,852.9,287.75,565.15,2.964031277150304,2087.4332216950843,1755.5232896062828,3.962916550487014,-0.1751658745044337,0.5464239563929864,-3.280149860071952,2080.8668479247417,1762.0896633766256,3.708831098021728,-0.4621277002330269,0.9093115051296649,-2.840823086212525,318.7771845481161,2.799519592892062,2.3786953859794986,331.9099320888015,3.416492594094028,3.104983985567518,1.1809086059430458,4.078724482313528,0.1626738752145069,1.1890660944539448,7.252457554472405,0.0534017901549752,3.4,0.6,2.8,5.666666666666667,0.027950613,0.0551393,0.9169101,2
4429,18/12/2021,Bochum,Union Berlin,0,1,0,0,1,A,13,9,3,3,13,9,1,5,2,0,0,0,4.0,4.0,7.0,7.0,16.0,15.0,20,24,0.0,1.0,0.0,1.0,1.0,1.0666666666666669,-4,0.8333333333333334,36.9,77.8,-40.9,0.474293059125964,1245.37333928758,1662.2724982793156,0.4956199720978804,-1.394106238990748,0.4971082595130416,-0.2323358277558018,1247.06698364506,1660.5788539218356,0.8871642191223805,-1.4854088749890004,0.2741944630190162,-0.4708613188288589,-413.51187027677565,0.6129697561033642,-1.0145475561601414,-416.8991589917357,-0.0014882874151611,-1.1617704112349465,0.7509832976012111,3.235529300461669,3.154663200374064,0.7491992682166825,0.997006110064196,6.000392847099041,1.2,1.4,-0.1999999999999999,0.8571428571428572,0.36280355,0.23343797,0.40375847,1
4430,18/12/2021,Ein Frankfurt,Mainz,1,0,2,1,0,H,13,11,4,5,11,9,8,6,0,1,0,0,6.0,6.0,12.0,7.0,19.0,14.0,24,24,0.0,1.0,5.0,1.7142857142857142,5.0,1.3571428571428572,0,1.0,231.25,100.5,130.75,2.300995024875622,1869.67530545805,1739.0588577775386,2.468810580951128,-0.6980980112280257,1.7217388058741152,-0.5354447269419869,1862.923991992516,1745.8101712430723,3.260191665381285,-1.695837156293679,2.8944016916441897,-0.5504736792974044,117.1138207494439,0.3657899737370957,-1.1453634769962746,130.61644768051133,0.7470717750770124,-0.1626532842860388,1.0670827920919117,1.1263784411103304,3.080687088360257,1.0751075486009916,1.433905405702771,1.3037723150529068,0.8,1.4,-0.5999999999999999,0.5714285714285715,0.12990834,0.19508192,0.6750097,2
4431,18/12/2021,Greuther Furth,Augsburg,0,0,1,0,0,D,4,14,1,5,8,13,6,5,2,3,0,0,3.0,4.0,3.0,8.0,3.0,12.0,4,17,-1.0,0.75,-5.0,0.375,-9.0,0.25,-13,0.2352941176470588,39.23,97.1,-57.87,0.4040164778578785,1021.000923488084,1703.9414127728885,0.3067451330986398,-1.9739470988073304,0.6863103909744738,-0.5445159804644587,1011.3459452219874,1713.5963910389848,0.677307132030396,-3.456892567155853,1.492886045320624,-0.932574595362862,-702.2504458169974,-0.815578913290228,-2.5243179717929918,-682.9404892848046,-0.3795652578758339,-1.4294311183428716,0.5901891195095188,0.4536897736792309,3.706826868697605,0.5991995474929918,0.4469481114268146,3.6251408032572376,0.9,1.5,-0.6,0.6,0.37865883,0.23187296,0.3894682,1
4432,18/12/2021,Hoffenheim,M'gladbach,1,1,1,0,1,A,21,11,8,5,6,9,15,3,2,2,0,0,7.0,0.0,13.0,3.0,19.0,11.0,27,18,7.0,inf,10.0,4.333333333333333,8.0,1.7272727272727273,9,1.5,207.65,300.0,-92.35,0.6921666666666667,1854.9963809189296,1841.9401325459469,1.6899621160804748,-1.258599138596978,1.200449632512911,-2.6183110331766963,1855.394899346786,1841.54161411809,2.649397400988521,-1.4882464697031756,1.372439239740053,-3.7272900762988095,13.853285228695997,1.2769581612484682,2.239043606595634,13.056248372982964,0.4895124835675637,1.3597118945797182,1.007522656627735,1.9304296498330449,0.3992837797000766,1.0070883131011086,1.4077742791614365,0.4806912252399472,1.6,1.8,-0.1999999999999999,0.888888888888889,0.07913404,0.16799565,0.7528704,2
4433,18/12/2021,RB Leipzig,Bielefeld,0,2,0,0,0,D,15,4,4,4,6,16,10,1,0,2,0,1,4.0,4.0,4.0,5.0,15.0,9.0,22,13,0.0,1.0,-1.0,0.8,6.0,1.6666666666666667,9,1.6923076923076923,505.55,53.45,452.1,9.458372310570626,1888.94461088548,1297.9530351006592,1.0099641060561244,-1.7239676835190556,1.4869595341731103,-0.3065934470915604,1908.4261258665613,1278.471520119578,1.7544510370013433,-1.3831340519066466,1.1239287913807878,-0.6925423365577215,629.9546057469831,0.6305222456205555,-0.6905917153489252,590.991575784821,-0.4769954281169859,-1.4173742364274953,1.492740429359007,1.5609983928305065,1.997183390666783,1.455325855252527,0.6792142508556964,5.622976289523284,1.8,0.9,0.9,2.0,0.12932046,0.18909253,0.68158704,2
4434,18/12/2021,Hertha,Dortmund,3,2,2,0,1,A,14,9,5,3,4,19,1,5,0,1,0,0,4.0,4.0,5.0,10.0,12.0,22.0,18,34,0.0,1.0,-5.0,0.5,-10.0,0.5454545454545454,-16,0.5294117647058824,137.05,565.9,-428.85,0.2421805972786711,1741.3519782781543,1953.921185583922,1.9664164906880652,-2.0887165825215503,2.1525658114203114,-1.7407319391851366,1725.280848933882,1969.9923149281944,0.9019572652676712,-2.1943162549898423,2.2618486147768087,-0.7784544008338318,-244.71146599431225,-1.3598913495091374,-1.4158618541560104,-212.5692073057676,-0.186149320732246,-0.3479846433364137,0.8757804971420754,0.3987699527612608,2.818811548421369,0.891208914221255,0.9135221233447816,1.1999070824766451,1.0,2.6,-1.6,0.3846153846153846,0.77721465,0.106318854,0.11646653,0
4435,19/12/2021,Freiburg,Leverkusen,2,1,2,1,1,D,14,6,6,4,6,8,4,8,2,3,0,0,4.0,4.0,4.0,10.0,14.0,15.0,26,28,0.0,1.0,-6.0,0.4,-1.0,0.9333333333333332,-2,0.9285714285714286,125.15,352.75,-227.6,0.3547838412473423,1808.45685758672,1831.9360813743392,1.5489877107647891,-0.5594121633229361,2.263196022658329,-2.212375620447921,1797.1372010235798,1843.25573793748,1.3283000441975892,-0.6816586751002806,2.9329960689179138,-2.249598534869632,-46.11853691389979,-1.6046960247203246,1.5679398597693512,-23.47922378761905,-0.7142083118935401,1.6529634571249852,0.9749798489896446,0.4528816312691637,0.3030134775313515,0.9871833826374528,0.6844248996803036,0.2528558704736027,1.0,1.8,-0.8,0.5555555555555556,0.5031588,0.20187506,0.2949661,0
4436,19/12/2021,FC Koln,Stuttgart,1,0,2,0,0,D,8,6,2,2,17,13,2,1,3,1,0,0,4.0,4.0,8.0,7.0,13.0,12.0,22,17,0.0,1.0,1.0,1.1428571428571428,1.0,1.0833333333333333,5,1.2941176470588236,76.66,169.63,-92.97,0.4519247774568177,1697.7683594102757,1683.841369486121,1.248260075860113,-1.024453084067384,0.4704779237376261,-2.1651902466424104,1687.582910071275,1694.0268188251216,1.7800074033361566,-1.83065599346655,0.9576552947936786,-2.913956409799879,-6.443908753846699,0.822352108542478,1.083300416333329,13.92698992415444,0.7777821521224868,1.1407371625750264,0.9961960999187038,1.8587141041387436,0.6282372609658473,1.0082709631539726,2.6531745973191225,0.4731469142981856,1.0,2.0,-1.0,0.5,0.16133022,0.22469707,0.61397266,2
4437,07/01/2022,Bayern Munich,M'gladbach,1,2,0,1,2,A,19,9,8,3,18,11,6,6,0,1,0,0,9.0,1.0,15.0,1.0,27.0,9.0,43,19,8.0,9.0,14.0,15.0,18.0,3.0,24,2.263157894736842,852.9,300.0,552.9,2.843,2071.3406892055496,1857.6341466076249,2.6495339649072966,-0.9594224675011572,1.630353211882925,-1.8052526501220232,2087.4332216950843,1841.54161411809,3.962916550487014,-0.1751658745044337,1.200449632512911,-2.6183110331766963,245.89160757699412,2.762466917974103,2.443145158672263,213.7065425979249,1.0191807530243715,0.8458301826208661,1.13352487160316,3.30119352212338,0.0669003308945735,1.1150423203558093,1.6251288037438838,0.5314616031369939,2.4,1.4,1.0,1.7142857142857144,0.025074204,0.049438577,0.9254872,2
4438,08/01/2022,Freiburg,Bielefeld,2,2,1,1,0,H,18,15,6,5,6,5,7,12,2,1,0,0,4.0,6.0,7.0,7.0,14.0,12.0,29,16,-2.0,0.6666666666666666,0.0,1.0,2.0,1.1666666666666667,13,1.8125,125.15,53.45,71.7,2.341440598690365,1799.3604813013526,1287.5678964049457,1.929793138341548,-1.1637626603051965,1.7838793763200445,-0.9503967621395316,1808.45685758672,1278.471520119578,1.5489877107647891,-0.5594121633229361,1.4869595341731103,-0.3065934470915604,529.985337467142,0.0620281765916788,-0.2528187162313757,511.7925848964069,0.1459137620215036,-0.2133658981656645,1.41454606467696,1.0417147710923904,1.8246057397171784,1.3974878422531327,1.0817957559005522,1.2245019203193996,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,0.22517778,0.25504202,0.51978016,2
4439,08/01/2022,Greuther Furth,Stuttgart,0,0,1,0,0,D,10,18,3,3,8,12,1,5,0,1,0,0,4.0,3.0,4.0,7.0,4.0,9.0,5,17,1.0,1.3333333333333333,-3.0,0.5714285714285714,-5.0,0.4444444444444444,-12,0.2941176470588235,39.23,169.63,-130.4,0.2312680539998821,1030.5939769253107,1684.433765387895,-0.0789330726436514,-1.174907196287378,0.147185302800094,-1.3631105382319628,1021.000923488084,1694.0268188251216,0.3067451330986398,-1.9739470988073304,0.4704779237376261,-2.1651902466424104,-673.0258953370377,-0.1637327906389863,0.1912431478350802,-653.8397884625842,-0.2261183754437454,0.1882033419445847,0.6027064696627358,0.6519862412709166,0.9116737440824688,0.6118340762944653,-0.5362836583681028,0.8619309757602667,1.0,2.0,-1.0,0.5,0.45359102,0.21375357,0.3326554,0
4440,08/01/2022,Hoffenheim,Augsburg,3,1,2,2,1,H,12,9,5,4,17,8,2,4,1,0,0,0,5.0,5.0,11.0,6.0,20.0,13.0,28,18,0.0,1.0,5.0,1.8333333333333333,7.0,1.5384615384615383,10,1.5555555555555556,207.65,97.1,110.55,2.138516992790937,1865.122489787204,1703.4702821707108,2.4881618249922397,-1.2008356627513022,0.7788395365151334,-1.5293022596662569,1854.9963809189296,1713.5963910389848,1.6899621160804748,-1.258599138596978,0.6863103909744738,-0.5445159804644587,141.39998987994477,1.003651725106001,-0.7140831581325194,161.6522076164929,1.709322288477106,0.3284665969149547,1.0825165077490688,2.4623874828427743,2.31140900129951,1.0948958190280265,3.19470405434906,0.7852180006674176,2.6,1.6,1.0,1.625,0.05502397,0.1031034,0.8418727,2
4441,08/01/2022,Leverkusen,Union Berlin,2,2,1,1,1,D,17,17,8,7,8,11,11,5,1,2,0,0,1.0,4.0,7.0,7.0,12.0,15.0,28,27,-3.0,0.25,0.0,1.0,-3.0,0.8,1,1.037037037037037,352.75,77.8,274.95,4.534061696658098,1838.4342023062643,1665.400389553051,2.3854555356919804,-2.3205962303408207,1.0206181334030484,-0.8470279503858786,1843.25573793748,1660.5788539218356,2.263196022658329,-2.212375620447921,0.4971082595130416,-0.2323358277558018,182.676884015644,1.7660877631452876,-1.9800397926921196,173.03381275321385,1.364837402288932,-1.473568279954942,1.1100079551080702,4.552722630026939,9.522317938726411,1.1038992267797243,2.337265484141608,2.7396926267706183,1.4,1.0,0.3999999999999999,1.4,0.14111593,0.20276947,0.65611464,2
4442,08/01/2022,RB Leipzig,Mainz,4,1,2,1,0,H,16,2,8,1,6,10,6,1,0,2,0,1,4.0,3.0,4.0,6.0,12.0,14.0,22,24,1.0,1.3333333333333333,-2.0,0.6666666666666666,-2.0,0.8571428571428571,-2,0.9166666666666666,505.55,100.5,405.05,5.030348258706468,1902.3218077564263,1732.432974372126,2.5642969754173293,-1.3622624514651454,1.4058039472381787,-2.0141158324115755,1888.94461088548,1745.8101712430723,1.0099641060561244,-1.7239676835190556,1.7217388058741152,-0.5354447269419869,143.13443964240787,-0.7117746998179908,-1.1885229565770687,169.8888333843006,1.1584930281791506,0.6518533809464302,1.0819874016087851,0.5865954247011191,3.2196930827294152,1.0980637265034003,1.824078656526117,0.6763575508137772,3.6,1.0,2.6,3.6,0.108823456,0.1713122,0.71986437,2
4443,08/01/2022,Ein Frankfurt,Dortmund,2,3,0,2,0,H,12,21,5,8,14,6,4,11,3,2,0,0,9.0,4.0,12.0,7.0,19.0,19.0,27,34,5.0,2.25,5.0,1.7142857142857142,0.0,1.0,-7,0.7941176470588235,231.25,565.9,-334.65,0.408641102668316,1862.48501156234,1977.182608823904,2.3254151206963125,-1.6672405305899771,2.6369485658139475,-1.7972805719036713,1869.67530545805,1969.9923149281944,2.468810580951128,-0.6980980112280257,2.1525658114203114,-1.7407319391851366,-100.31700947014428,0.3162447695308161,1.0426339279571109,-114.69759726156394,-0.311533445117635,0.1300400413136939,0.9490774615159852,1.146915261709072,0.4010370554554288,0.941989375817042,0.8818583535695647,0.9276462209926656,1.4,2.6,-1.2000000000000002,0.5384615384615384,0.48594624,0.20660897,0.30744484,0
4444,09/01/2022,Hertha,FC Koln,1,3,0,0,2,A,10,14,5,8,9,16,10,4,3,1,0,0,6.0,6.0,8.0,10.0,15.0,13.0,21,25,0.0,1.0,-2.0,0.8,2.0,1.1538461538461535,-4,0.84,137.05,76.66,60.390000000000015,1.787764153404644,1730.1040797312946,1709.0162579571352,1.600953671171618,-2.649415354593455,1.9489856280883888,-0.9401639686456628,1741.3519782781543,1697.7683594102757,1.9664164906880652,-2.0887165825215503,1.248260075860113,-1.024453084067384,43.58361886787884,0.7181564148279524,-1.0642634984541663,21.087821774159465,-0.3480319569167709,-1.709251385947792,1.0256711221093893,1.5753259506702617,2.038860163540846,1.0123391580834735,0.8214291824931881,2.818035409727545,1.0,1.6,-0.6000000000000001,0.625,0.22312567,0.24760848,0.5292659,2
4445,09/01/2022,Bochum,Wolfsburg,1,0,2,0,0,D,12,12,3,4,15,18,4,2,1,2,0,0,1.0,0.0,7.0,0.0,16.0,7.0,20,20,1.0,inf,7.0,inf,9.0,2.2857142857142856,0,1.0,36.9,287.75,-250.85,0.1282363162467419,1264.4014754123805,1743.0615272518248,0.3997437500521813,-0.8030134048200943,0.2411382971431047,-2.500125693788447,1245.37333928758,1762.0896633766256,0.4956199720978804,-1.394106238990748,0.5464239563929864,-3.280149860071952,-516.7163240890457,-0.0508039842951059,1.8860436210812035,-478.6600518394444,0.1586054529090766,1.6971122889683523,0.7067593466845031,0.9070246029649406,0.4250129714988594,0.7253911899517871,1.6577364723403991,0.3211892133324249,0.8,2.0,-1.2,0.4,0.3946776,0.22748762,0.3778348,1
4446,14/01/2022,Dortmund,Freiburg,5,1,2,3,0,H,20,4,8,4,8,8,9,2,2,0,0,0,6.0,5.0,7.0,8.0,19.0,14.0,37,30,1.0,1.2,-1.0,0.875,5.0,1.3571428571428572,7,1.2333333333333334,565.9,125.15,440.75,4.521773871354374,1983.8770363704543,1785.4757598590925,4.002622521095567,-1.382076215147101,1.53336118457008,-2.7270238475538013,1969.9923149281944,1799.3604813013526,2.6369485658139475,-1.7972805719036713,1.929793138341548,-1.1637626603051965,170.63183362684163,0.7071554274723995,-0.633517911598475,198.40127651136183,2.4692613365254874,1.3449476324067002,1.0948291548025082,1.366441051852907,1.5443703713885573,1.1111195575833634,2.610358577857058,0.5068075280628195,1.8,1.2,0.6000000000000001,1.5,0.03171482,0.062207527,0.9060776,2
4447,15/01/2022,FC Koln,Bayern Munich,0,4,0,0,2,A,11,19,3,9,6,10,5,12,1,0,0,0,9.0,6.0,10.0,12.0,16.0,24.0,28,43,3.0,1.5,-2.0,0.8333333333333334,-8.0,0.6666666666666666,-15,0.6511627906976745,76.66,852.9,-776.24,0.0898815804900926,1695.682585518514,2073.426463097311,1.0981882091175983,-2.256410734790127,3.3739073862182947,-0.4623655160485234,1697.7683594102757,2071.3406892055496,1.9489856280883888,-0.9401639686456628,2.6495339649072966,-0.9594224675011572,-373.5723297952741,-0.7005483368189078,0.0192584988554943,-377.7438775787973,-2.2757191771006964,-1.7940452187416038,0.8196470857053673,0.7355956382905177,0.9799269878412856,0.8178166024684962,0.325494473737918,4.880144942628736,1.0,3.6,-2.6,0.2777777777777778,0.76981014,0.10937189,0.120817944,0
4448,15/01/2022,Mainz,Bochum,1,0,2,0,0,D,20,12,5,3,19,14,7,3,3,3,0,0,3.0,3.0,6.0,7.0,14.0,16.0,24,23,0.0,1.0,-1.0,0.8571428571428571,-2.0,0.875,1,1.0434782608695652,100.5,36.9,63.6,2.7235772357723578,1746.9881680242809,1263.223478631172,1.27825079142135,-1.2088544265007122,0.0987330404700242,-0.8421020290848902,1745.8101712430723,1264.4014754123805,1.4058039472381787,-2.0141158324115755,0.3997437500521813,-0.8030134048200943,481.40869583069184,1.0060601971859977,-1.2111024275914812,483.76468939310894,1.1795177509513255,-0.366752397415822,1.3807403781094785,3.5167627938014525,2.508197024261151,1.3829604955706776,12.94653527670336,1.43552014452972,1.0,1.3333333333333333,-0.3333333333333332,0.75,0.27268168,0.25325552,0.47406283,2
4449,15/01/2022,Stuttgart,RB Leipzig,0,2,0,0,1,A,16,7,10,3,12,13,5,1,3,1,0,0,1.0,4.0,5.0,7.0,9.0,14.0,18,25,-3.0,0.25,-2.0,0.7142857142857143,-5.0,0.6428571428571429,-7,0.72,169.63,505.55,-335.92,0.3355355553357729,1689.3939063752252,1906.954720206323,-0.0782919921830843,-1.5314069644678103,2.4112597390773542,-0.8612005311886014,1694.0268188251216,1902.3218077564263,0.147185302800094,-1.3631105382319628,2.5642969754173293,-1.3622624514651454,-208.2949889313049,-2.417111672617235,-0.0008480867668174,-217.56081383109768,-2.4895517312604385,-0.6702064332792091,0.8905048619628846,0.057397916158342,1.0006225575445504,0.8859119141499286,-0.0324693316585802,1.7782234322988766,0.2,2.4,-2.2,0.0833333333333333,0.75662744,0.1147963,0.12857628,0
4450,15/01/2022,Union Berlin,Hoffenheim,2,1,2,1,1,D,6,12,3,5,10,11,0,8,0,3,0,0,5.0,5.0,8.0,11.0,13.0,20.0,28,31,0.0,1.0,-3.0,0.7272727272727273,-7.0,0.65,-3,0.9032258064516128,77.8,207.65,-129.85000000000002,0.3746689140380447,1675.8686260061086,1849.8327177029307,1.4877818755329923,-0.7183722408671442,1.9653046105117564,-1.5645495547779398,1660.5788539218356,1865.122489787204,1.0206181334030484,-0.8470279503858786,2.4881618249922397,-1.2008356627513022,-204.5436358653681,-1.4675436915891908,0.3538077123654235,-173.96409169682215,-0.4775227349787641,0.8461773139107955,0.8903323309941402,0.4101896119261582,0.7053654189826485,0.9059568521888586,0.7570235512476514,0.4591559523783217,1.2,2.0,-0.8,0.6,0.45077524,0.21615642,0.33306834,0
