Rank,Club,Country,Level,Elo,From,To
None,Lautern,FRG,1,1640.59362793,1958-11-03,1958-11-09
None,Lautern,FRG,1,1642.31884766,1958-11-10,1958-11-12
None,Lautern,FRG,1,1652.53320312,1958-11-13,1958-11-16
None,Lautern,FRG,1,1656.03051758,1958-11-17,1958-11-18
None,Lautern,FRG,1,1668.88964844,1958-11-19,1958-11-30
None,Lautern,FRG,1,1656.3380127,1958-12-01,1958-12-07
None,Lautern,FRG,1,1640.66650391,1958-12-08,1958-12-14
None,Lautern,FRG,1,1645.18115234,1958-12-15,1959-01-04
None,Lautern,FRG,1,1655.70129395,1959-01-05,1959-01-11
None,Lautern,FRG,1,1659.20544434,1959-01-12,1959-01-18
None,Lautern,FRG,1,1665.94287109,1959-01-19,1959-01-25
None,Lautern,FRG,1,1657.7088623,1959-01-26,1959-02-01
None,Lautern,FRG,1,1660.41296387,1959-02-02,1959-02-15
None,Lautern,FRG,1,1663.29711914,1959-02-16,1959-02-22
None,Lautern,FRG,1,1665.84667969,1959-02-23,1959-03-01
None,Lautern,FRG,1,1672.97119141,1959-03-02,1959-03-04
None,Lautern,FRG,1,1671.59594727,1959-03-05,1959-03-08
None,Lautern,FRG,1,1675.67773438,1959-03-09,1959-03-15
None,Lautern,FRG,1,1676.23596191,1959-03-16,1959-03-18
None,Lautern,FRG,1,1674.57250977,1959-03-19,1959-03-22
None,Lautern,FRG,1,1661.49060059,1959-03-23,1959-04-05
None,Lautern,FRG,1,1663.21337891,1959-04-06,1959-04-12
None,Lautern,FRG,1,1649.73278809,1959-04-13,1959-04-19
None,Lautern,FRG,1,1642.82531738,1959-04-20,1959-04-26
None,Lautern,FRG,1,1644.08691406,1959-04-27,1959-08-16
None,Lautern,FRG,1,1633.18701172,1959-08-17,1959-08-23
None,Lautern,FRG,1,1635.20349121,1959-08-24,1959-08-30
None,Lautern,FRG,1,1623.27209473,1959-08-31,1959-09-06
None,Lautern,FRG,1,1625.64624023,1959-09-07,1959-09-13
None,Lautern,FRG,1,1620.37438965,1959-09-14,1959-09-20
None,Lautern,FRG,1,1613.24438477,1959-09-21,1959-10-04
None,Lautern,FRG,1,1621.50683594,1959-10-05,1959-10-11
None,Lautern,FRG,1,1622.71728516,1959-10-12,1959-10-18
None,Lautern,FRG,1,1628.64404297,1959-10-19,1959-10-25
