Rank,Club,Country,Level,Elo,From,To
None,Muenchen 60,FRG,1,1401.39819336,1958-02-10,1958-02-12
None,Muenchen 60,FRG,1,1398.9597168,1958-02-13,1958-02-23
None,Muenchen 60,FRG,1,1405.73620605,1958-02-24,1958-02-26
None,Muenchen 60,FRG,1,1403.01794434,1958-02-27,1958-03-09
None,Muenchen 60,FRG,1,1407.15649414,1958-03-10,1958-03-23
None,Muenchen 60,FRG,1,1395.71142578,1958-03-24,1958-03-30
None,Muenchen 60,FRG,1,1386.26049805,1958-03-31,1958-04-06
None,Muenchen 60,FRG,1,1388.73632812,1958-04-07,1958-04-13
None,Muenchen 60,FRG,1,1383.73413086,1958-04-14,1958-08-17
None,Muenchen 60,FRG,1,1380.07116699,1958-08-18,1958-08-24
None,Muenchen 60,FRG,1,1380.95263672,1958-08-25,1958-08-31
None,Muenchen 60,FRG,1,1384.34790039,1958-09-01,1958-09-07
None,Muenchen 60,FRG,1,1379.2824707,1958-09-08,1958-09-14
None,Muenchen 60,FRG,1,1394.82824707,1958-09-15,1958-09-17
None,Muenchen 60,FRG,1,1400.46582031,1958-09-18,1958-09-21
None,Muenchen 60,FRG,1,1391.10070801,1958-09-22,1958-09-26
None,Muenchen 60,FRG,1,1385.73925781,1958-09-27,1958-10-01
None,Muenchen 60,FRG,1,1398.01660156,1958-10-02,1958-10-05
None,Muenchen 60,FRG,1,1389.86547852,1958-10-06,1958-10-12
None,Muenchen 60,FRG,1,1385.07202148,1958-10-13,1958-10-19
None,Muenchen 60,FRG,1,1390.90551758,1958-10-20,1958-11-02
None,Muenchen 60,FRG,1,1399.32653809,1958-11-03,1958-11-09
None,Muenchen 60,FRG,1,1417.66601562,1958-11-10,1958-11-12
None,Muenchen 60,FRG,1,1427.88037109,1958-11-13,1958-11-18
None,Muenchen 60,FRG,1,1440.73950195,1958-11-19,1958-11-23
None,Muenchen 60,FRG,1,1448.94677734,1958-11-24,1958-11-30
None,Muenchen 60,FRG,1,1442.0838623,1958-12-01,1958-12-07
None,Muenchen 60,FRG,1,1435.99230957,1958-12-08,1958-12-14
None,Muenchen 60,FRG,1,1447.99633789,1958-12-15,1959-01-11
None,Muenchen 60,FRG,1,1456.70935059,1959-01-12,1959-01-18
None,Muenchen 60,FRG,1,1437.87365723,1959-01-19,1959-01-25
None,Muenchen 60,FRG,1,1429.91101074,1959-01-26,1959-02-01
